# Pattern name: 7-pixel slit scan
# Mode: slit
# Frame: det-rel
# Reference: c
# CARs: CAR-075
# CALs:
# Comments: 
# Created by: S. Kendrew/G.Sloan 


Pointing  x   y
1   -21.0   0.0
2   -14.0   0.0
3   -7.0    0.0
4   0.0     0.0
5   7.0     0.0
6   14.0    0.0
7   21.0    0.0
8   11.5    0.0
9   6.5     0.0
10   1.5     0.0
11   -3.5    0.0
12   -8.5    0.0
13  -13.5   0.0
