# Pattern name:
# Mode: slit
# Frame: det-rel
# Reference: c, nod1, nod2
# CARs:
# CALs:
# Comments:
# Created by: 


Pointing  x   y
  1  0.0000  0.0000
  2 -0.0110  0.0000
  3 -0.0220  0.0000
  4 -0.0330  0.0000
  5 -0.0440  0.0000
  6 -0.0550  0.0000
  7  0.0550  0.0000
  8  0.0440  0.0000
  9  0.0330  0.0000
 10  0.0220  0.0000
 11  0.0110  0.0000

