# Pattern name: 7PIXEL_SLITLESS_SCAN
# Mode: slitless
# Frame: det-rel
# Reference: center
# CARs:
# CALs:
# Comments: not currently used
# Created by: Kendrew/Sloan


Pointing  x   y
  1 -28.000  0.0000
  2 -21.000  0.0000
  3 -14.000  0.0000
  4 -7.0000  0.0000
  5  0.0000  0.0000
  6  7.0000  0.0000
  7  14.000  0.0000
  8  21.000  0.0000
  9  28.000  0.0000
